[0], [0.0, 0.0, 0.0], (1, 3.7249062557433428, 2.826065127127918), 25002.716185483943 MeV, -1
[988], [0.0, 0.0, 0.0], (1, 4.155192119637783, 2.4444253290797393), 7238.465545712214 MeV, 1
[989], [0.0, 0.0, 0.0], (1, 3.7275409834330167, 2.1856674855928455), 1413.9409353408575 MeV, 1
[990], [0.0, 0.0, 0.0], (1, 2.586065852950295, 2.3319323097619766), 1804.4560735020991 MeV, 1
[991], [0.0, 0.0, 0.0], (1, 0.5020720958497691, 2.381886274728552), 177.28614707721735 MeV, -1
[992], [0.0, 0.0, 0.0], (1, 1.6170636777470122, 2.7637790877494153), 504.1776031784685 MeV, 1
[993], [0.0, 0.0, 0.0], (1, 5.712245252582577, 2.880000368627923), 2007.6875373321088 MeV, -1
[994], [0.0, 0.0, 0.0], (1, 5.438082699381817, 2.565380277499736), 3962.415737847189 MeV, 1
[995], [0.0, 0.0, 0.0], (1, 3.2777630154138073, 2.0194050752639976), 37347.026043278674 MeV, 1
[996], [0.0, 0.0, 0.0], (1, 5.067558216900327, 2.467783326693905), 2119.3198635248614 MeV, -1
[997], [0.0, 0.0, 0.0], (1, 0.04419682182474638, 2.7974218442522103), 561.039282901098 MeV, -1
[998], [0.0, 0.0, 0.0], (1, 2.3771356275658526, 2.6756587115478343), 6743.9706669311 MeV, -1
[999], [0.0, 0.0, 0.0], (1, 0.5877216379148793, 2.467457588903647), 2573.924739857795 MeV, -1
